key,input,activity10
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
FKENQMMABCRJMK-RITPCOANSA-N,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.077970296
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
TYYBFXNZMFNZJT-UHFFFAOYSA-N,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,0.19265677
GVPIXRLYKVFFMK-UHFFFAOYSA-N,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,0.55932343
YBCNXCRZPWQOBR-MWGADRMYSA-N,CCCC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.4569307
LDEKQSIMHVQZJK-AZFZMOAFSA-N,CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0.44240925
UAUIUKWPKRJZJV-MDJGTQRPSA-N,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,0.43069306
PIDFDZJZLOTZTM-KHVQSSSXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,0.42574257
ANMLJLFWUCQGKZ-UHFFFAOYSA-N,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,0.40965346
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,0.3910891
FIVSJYGQAIEMOC-ZGNKEGEESA-N,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.6765677
NTHPAPBPFQJABD-LLVKDONJSA-N,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,0.40841585
JICJBGPOMZQUBB-UHFFFAOYSA-N,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,0.33663365
QTGAJCQTLIRCFL-UHFFFAOYSA-N,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,0.19183168
AXKPFOAXAHJUAG-UHFFFAOYSA-N,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.33663365
LDXSPUSKBDTEKA-UHFFFAOYSA-N,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,0.6037541
MGSPDRWOUCPKNZ-UHFFFAOYSA-N,CCN(CC)CCn1c(-c2ccccc2)noc1=N,0.6911834
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(CC)c1cc(C)nc2ncnn12,0.34983498
XLFWDASMENKTKL-UHFFFAOYSA-N,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.28973952
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
AMEROGPZOLAFBN-UHFFFAOYSA-N,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.7227723
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
FIHJKUPKCHIPAT-JQXDXKTESA-N,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.21122113
HWXIGFIVGWUZAO-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.23002031
QFNHIDANIVGXPE-FNZWTVRRSA-N,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,0.32838285
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
UJIDKYTZIQTXPM-UHFFFAOYSA-N,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,0.46534654
DJSXNILVACEBLP-UHFFFAOYSA-N,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,0.078382835
XVVOERDUTLJJHN-IAEQDCLQSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,0.5519802
SQKXYSGRELMAAU-UHFFFAOYSA-N,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,0.5206271
ZPLQIPFOCGIIHV-UHFFFAOYSA-N,O=c1cc(O)c(Cl)c[nH]1,0.054950494
WFWLQNSHRPWKFK-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.17376238
MXUNKHLAEDCYJL-UHFFFAOYSA-N,Cc1cccc(N2CC(CO)OC2=O)c1,0.12830032
IWVRVEIKCBFZNF-UHFFFAOYSA-N,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,0.6468647
WRYZEGZNBYOMLE-UHFFFAOYSA-N,NNc1ccc(C(N)=O)nn1,0.10891089
WPNJAUFVNXKLIM-UHFFFAOYSA-N,COc1nc(C)nc(Cl)c1NC1=NCCN1,0.30792078
HTIQEAQVCYTUBX-KRWDZBQOSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,0.5932343
GKQPCPXONLDCMU-CCEZHUSRSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0.25212163
NSVFSAJIGAJDMR-UHFFFAOYSA-N,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,0.660066
KJEBULYHNRNJTE-DHZHZOJOSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.60222775
QZVNQOLPLYWLHQ-ZEQKJWHPSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,0.43178925
ZKFQEACEUNWPMT-UHFFFAOYSA-N,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.43709335
NCUCGYYHUFIYNU-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],0.03877888
VXMOONUMYLCFJD-DHLKQENFSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,0.43467703
HDOZVRUNCMBHFH-UHFFFAOYSA-N,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,0.7281353
DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.7029703
XVGOZDAJGBALKS-UHFFFAOYSA-N,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0.5422442
CQOVPNPJLQNMDC-SSDOTTSWSA-N,NCCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O,0.13325082
LBHIOVVIQHSOQN-UHFFFAOYSA-N,O=C(NCCO[N+](=O)[O-])c1cccnc1,0.1910066
BPKUDUSVDVLOPY-UHFFFAOYSA-N,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1,0.43564355
CLOMYZFHNHFSIQ-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,0.21287128
YEZNLOUZAIOMLT-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0.21782178
OEHFRZLKGRKFAS-UHFFFAOYSA-N,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,0.3539604
DKYWVDODHFEZIM-NSHDSACASA-N,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.23267327
HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0.02970297
YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.15346535
OJZYRQPMEIEQFC-UAWLTFRCSA-N,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O,0.19950496
ULGJSQQTCIIHQT-UHFFFAOYSA-N,[NH]C(=O)CN1CCCC1=O,0.06468647
GPFAJKDEDBRFOS-FKQDBXSBSA-N,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.2920792
VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0.2924328
BHIAIPWSVYSKJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,0.33415842
CHHXEZSCHQVSRE-UHFFFAOYSA-N,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,0.46122113
DOTIMEKVTCOGED-UHFFFAOYSA-N,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,0.6691419
BNRMWKUVWLKDQJ-YJBOKZPZSA-N,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1,0.7574257
IZBNNCFOBMGTQX-UHFFFAOYSA-N,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,0.8745875
YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CCOc1ccccc1OCC1CNCCO1,0.44438943
NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.5118812
PHTUQLWOUWZIMZ-BOPFTXTBSA-N,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,0.9331683
VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,0.27722773
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
QCWJONLQSHEGEJ-UHFFFAOYSA-N,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,0.31683168
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
ZBNARPCCDMHDDV-HVMBLDELSA-N,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,0.490099
CURLTUGMZLYLDI-UHFFFAOYSA-N,O=C=O,0.056930695
DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0.18193069
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
VVECGOCJFKTUAX-UHFFFAOYSA-N,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,0.34983498
ZCXUVYAZINUVJD-UKFBFLRUSA-N,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,0.15132013
YNDIAUKFXKEXSV-NSCUHMNNSA-N,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,0.6419142
NCWZOASIUQVOFA-NSCUHMNNSA-N,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,0.79950494
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
AUFUWRKPQLGTGF-FMKGYKFTSA-N,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.11526403
VZZJRYRQSPEMTK-CALCHBBNSA-N,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,0.56435645
IZTQOLKUZKXIRV-YRVFCXMDSA-N,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.5247525
MBKDYNNUVRNNRF-UHFFFAOYSA-N,O=P(O)(O)CP(=O)(O)O,0.062541254
MHPZZZZLAQGTHT-UHFFFAOYSA-N,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.11988449
YFKDCGWIINMRQY-UHFFFAOYSA-N,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,0.57054454
UUMLTINZBQPNGF-UHFFFAOYSA-N,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0.12747525
AMDBBAQNWSUWGN-UHFFFAOYSA-N,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.20668317
UXIGWFXRQKWHHA-UHFFFAOYSA-N,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.08044554
WDLRUFUQRNWCPK-UHFFFAOYSA-N,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,0.10231023
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,0.85148513
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
HCFSGRMEEXUOSS-JXEXPEPMSA-N,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.17945544
AZFLJNIPTRTECV-FUMNGEBKSA-N,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0.30420792
YKPUWZUDDOIDPM-VURMDHGXSA-N,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,0.15717822
QIALRBLEEWJACW-INIZCTEOSA-N,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,0.19554456
IBLNKMRFIPWSOY-FNORWQNLSA-N,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,0.21922442
SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,0.13613862
MCLITRXWHZUNCQ-UHFFFAOYSA-N,CNC#N,0.0990099
UXZFQZANDVDGMM-UHFFFAOYSA-N,Oc1c(I)cc(I)c2cccnc12,0.22607261
KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.28667492
IOVCWXUNBOPUCH-UHFFFAOYSA-N,O=NO,0.058828384
ZNEWHQLOPFWXOF-UHFFFAOYSA-N,O=S(=O)(O)CCS,0.09133663
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
FKRSSPOQAMALKA-CUPIEXAXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0.41584158
JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0.26584157
NHXLMOGPVYXJNR-UHFFFAOYSA-N,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,0.6069307
GDFGTRDCCWFXTG-ZIFCJYIRSA-N,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,0.43481848
OMPJBNCRMGITSC-UHFFFAOYSA-N,O=C(OOC(=O)c1ccccc1)c1ccccc1,0.24243674
OGPWIDANBSLJPC-RFPWEZLHSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.22455996
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
WEDAPYPTXPNAJA-WYOUFOJNSA-N,CN(C)[C@@H]1C(=O)C(C([NH])=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0.13613862
DSFGXPJYDCSWTA-UHFFFAOYSA-N,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.30147246
YWDBSCORAARPPF-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS,0.10757807
DDHUTBKXLWCZCO-UHFFFAOYSA-N,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0.57425743
LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,0.19158415
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,0.17821783
RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,0.21163367
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.5049505
CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.8894389
ACRHBAYQBXXRTO-OAQYLSRUSA-N,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0.70957094
DAFYYTQWSAWIGS-DEOSSOPVSA-N,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,0.7557756
JGPMMRGNQUBGND-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0.41212872
COUYJEVMBVSIHV-SFHVURJKSA-N,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,0.49051154
XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.5148515
DQRZZLLGYPGRKJ-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C([NH])=O,0.24752475
FVTWTVQXNAJTQP-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,0.7079208
HGVDHZBSSITLCT-JLJPHGGASA-N,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.30445546
FDLYAMZZIXQODN-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,0.31930694
